Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2/27/18 9:45,10725.47,10746.26,10720,10746.26,46.35,497196.11,10727.47
2/27/18 10:00,10737.79,10746.69,10679.87,10734.24,84.15,901042.1,10707.08
2/27/18 10:15,10716.06,10733.76,10681,10681,42.33,453188.02,10705.84
2/27/18 10:30,10681,10698.89,10629.04,10631.08,140.17,1495546.83,10669.31
2/27/18 10:45,10631.08,10684.89,10616.67,10659.42,84.75,903146.65,10656.09
2/27/18 11:00,10658.72,10717.9,10641.66,10699.27,78.12,835229.15,10692.02
2/27/18 11:15,10699.27,10700,10660.42,10682.64,32.46,346775.45,10682.45
2/27/18 11:30,10696.99,10727.55,10682.49,10715,80.53,862091.91,10705.06
2/27/18 11:45,10715,10762.21,10693.11,10706.99,290.02,3111525.65,10728.83
2/27/18 12:00,10705.73,10714.12,10678.61,10705.72,89.58,959019.7,10705.31
2/27/18 12:15,10703.82,10743.99,10676.29,10676.29,167.69,1797771.8,10720.84
2/27/18 12:30,10676.29,10699.99,10665.04,10685.05,117.47,1254552.61,10679.42
2/27/18 12:45,10684.99,10692.96,10640.4,10678.15,71.34,760455.61,10659.95
2/27/18 13:00,10678.16,10720,10674.01,10707.96,39.47,422074.34,10694.85
2/27/18 13:15,10697.45,10765,10694.48,10754.77,114.32,1226365.25,10727.05
2/27/18 13:30,10765,10765,10720.21,10748,66.99,719974.33,10747.11
2/27/18 13:45,10746,10850,10725.49,10850,374.24,4047236.8,10814.62
2/27/18 14:00,10850,10850,10766.52,10790,137.23,1483364.57,10809.38
2/27/18 14:15,10786.79,10788.1,10650,10674.46,182.06,1948242.21,10701.22
2/27/18 14:30,10674.46,10711.18,10656.63,10671.83,80.51,860156.61,10683.54
2/27/18 14:45,10685,10714.99,10661.24,10672.52,72.3,772610.92,10686.45
2/27/18 15:00,10680,10680,10516,10570.22,453.1,4794209.27,10580.82
2/27/18 15:15,10571.79,10571.79,10478.56,10512.09,262.67,2763844.92,10522.07
2/27/18 15:30,10512.09,10570.58,10500,10568.85,74.78,788730.75,10547.86
2/27/18 15:45,10568.85,10609.89,10540,10576.01,79.12,837109.32,10580.32
2/27/18 16:00,10578.37,10645,10572,10581.18,115.83,1227602.82,10597.94
2/27/18 16:15,10589.58,10616.06,10563.32,10596.81,98.36,1041751.45,10590.95
2/27/18 16:30,10592.47,10650,10556.3,10650,118.38,1254810.19,10599.94
2/27/18 16:45,10650,10677.99,10603.11,10630.83,49.08,522745.79,10650.13
2/27/18 17:00,10621.2,10634.74,10570.88,10615.99,147.78,1568398.37,10612.92
2/27/18 17:15,10601,10615,10601,10605,67.75,718879.92,10611.45
2/27/18 17:30,10605,10630,10575.6,10575.6,40.89,433702.21,10607.03
2/27/18 17:45,10590.95,10598.9,10539.87,10577.92,119.24,1258899.25,10557.54
2/27/18 18:00,10570,10610.09,10563.28,10591,22.43,237558.52,10592.61
2/27/18 18:15,10597.83,10635,10589,10613.46,46.25,490791.38,10612.56
2/27/18 18:30,10614.88,10645.9,10609,10636.85,29.61,314636.27,10626.82
2/27/18 18:45,10643.43,10643.43,10593,10623.6,39.4,418064.73,10610.85
2/27/18 19:00,10621.65,10688.17,10618.43,10650.49,147.52,1570036.3,10643.22
2/27/18 19:15,10652.23,10683.97,10638.23,10659.99,64.56,688393.8,10663.34
2/27/18 19:30,10659.99,10738.99,10654.23,10730.38,195.49,2095052.57,10716.85
2/27/18 19:45,10730.6,10730.6,10661.31,10666.42,92.76,991425.98,10688.63
2/27/18 20:00,10673.06,10724.89,10661.58,10694.99,45.59,487814.27,10700.58
2/27/18 20:15,10694.99,10717.99,10670.15,10710.81,25.15,268857.61,10690.89
2/27/18 20:30,10710.79,10710.82,10593.4,10625.99,86.77,923196.77,10639.89
2/27/18 20:45,10628.99,10699,10620.64,10660,120.4,1281969.98,10647.17
2/27/18 21:00,10660,10700,10634.73,10675,77.15,823352.5,10672.33
2/27/18 21:15,10688.19,10706.56,10662.59,10697.57,40.12,428924.22,10691.42
2/27/18 21:30,10704.52,10725.01,10688.2,10715.88,81.68,874631.86,10707.77
2/27/18 21:45,10715.88,10775,10710.36,10762.48,256.21,2755735.4,10755.74
2/27/18 22:00,10763.83,10797,10745.14,10796.1,98.17,1057932.81,10776.74
2/27/18 22:15,10790.97,10790.97,10717.09,10773.99,76.75,825783.88,10759.55
2/27/18 22:30,10773.99,10773.99,10701.54,10711.75,58.51,627894.87,10731.74
2/27/18 22:45,10710,10757.33,10701.53,10720.01,60.34,647255.4,10726.78
2/27/18 23:00,10735.83,10750.69,10725.29,10736.76,16.62,178528.84,10740.03
2/27/18 23:15,10731.04,10734.76,10632,10647.29,240.97,2576818.47,10693.54
2/27/18 23:30,10648.15,10699.12,10644.78,10681.32,56.4,601232.91,10659.29
2/27/18 23:45,10681.25,10696.6,10555.79,10566.3,115.12,1220782.27,10604.05
2/28/18 0:00,10572.49,10641.81,10551,10636.83,84.92,899175.46,10588.6
2/28/18 0:15,10635.44,10650,10582,10630,29.64,314407.32,10607.6
2/28/18 0:30,10630.01,10667.41,10625.49,10664.6,30.23,322000.32,10652.25
2/28/18 0:45,10664.51,10675,10611,10650.41,62.75,668276.77,10649.64
2/28/18 1:00,10640.86,10700.01,10627.76,10674.28,148.62,1588336.54,10686.97
2/28/18 1:15,10689.99,10707.58,10674.45,10678.29,90.57,968661.59,10694.79
2/28/18 1:30,10674.45,10717.67,10659.5,10669.2,37.2,397713.24,10691.57
2/28/18 1:45,10664.58,10713.05,10664.58,10698.87,37.78,404046.2,10693.41
2/28/18 2:00,10698.87,10775,10688.31,10756.41,144.79,1554724.58,10737.68
2/28/18 2:15,10752.97,10767.02,10673.77,10706.41,44.85,480423.68,10711.17
2/28/18 2:30,10715.99,10733.14,10690,10690,73.23,785035.01,10720.81
2/28/18 2:45,10694.75,10717.73,10675.3,10675.3,40.2,429715.87,10689.41
2/28/18 3:00,10678.39,10747.04,10675.97,10730.05,31.67,339646.21,10725.06
2/28/18 3:15,10735.82,10949,10730.54,10912.75,350.91,3809162.06,10855.2
2/28/18 3:30,10912.75,10960,10865.55,10959.02,196.87,2151304.35,10927.63
2/28/18 3:45,10959.36,10960,10886.63,10916.11,69.86,763357.16,10926.88
2/28/18 4:00,10903.46,10955.96,10903.46,10918.05,57.5,628441.43,10929.36
2/28/18 4:15,10925.9,10980.74,10925.9,10954.75,199.88,2190134.37,10957.06
2/28/18 4:30,10950,10964.99,10895.29,10920,76.47,835266.68,10923.22
2/28/18 4:45,10910.01,10929.37,10885,10907.21,93.2,1015817.87,10899.18
2/28/18 5:00,10907.21,10916.14,10891.76,10916.14,29.16,318058.85,10907.47
2/28/18 5:15,10916.14,10939,10916.14,10939,48.46,529836.54,10933.32
2/28/18 5:30,10939,10964.23,10912.92,10923.28,77.62,848911.07,10936.52
2/28/18 5:45,10923.59,10954.17,10923.59,10940.47,55.57,608410.95,10948.5
2/28/18 6:00,10945.67,10949.67,10923.1,10940.56,26.99,295191.97,10937.43
2/28/18 6:15,10943.29,11051.15,10936.99,11051.12,272.3,2998620.93,11012.25
2/28/18 6:30,11051.15,11064.75,10785.01,10785.01,438.58,4787991.68,10916.96
2/28/18 6:45,10792.73,10856,10785.01,10803.99,113.24,1225064.73,10818.78
2/28/18 7:00,10809.73,10813.58,10646.44,10699.14,261.27,2798169.74,10709.95
2/28/18 7:15,10713.56,10750,10677.7,10746.99,50.15,537276.91,10713.94
2/28/18 7:30,10746.99,10807.13,10746.99,10780.05,142.31,1535356.85,10788.47
2/28/18 7:45,10780.05,10791.8,10730,10748.51,49.67,534534.46,10762.76
2/28/18 8:00,10751.99,10799.99,10742.62,10771,65.99,711265.37,10778.72
2/28/18 8:15,10772.35,10813.99,10748.58,10771.78,88.78,957366.04,10784.11
2/28/18 8:30,10771.99,10773.68,10566.99,10597,242.78,2585447.84,10649.21
2/28/18 8:45,10606.72,10638.26,10488.13,10493.67,229.25,2419254.95,10552.97
2/28/18 9:00,10496.77,10570,10475.04,10517.98,174.79,1838942.52,10520.9
2/28/18 9:15,10517.98,10600,10484.33,10568.21,90.16,949018.72,10525.76
2/28/18 9:30,10568.24,10588.99,10530,10553.21,58.77,620380.64,10555.65
2/28/18 9:45,10555.84,10634.01,10555.84,10602.99,176.59,1873442.02,10609.27
2/28/18 10:00,10600.83,10625.46,10577.67,10620,44.83,475621.46,10608.69
2/28/18 10:15,10626.85,10635,10539,10539,141.12,1496205.86,10602.35
2/28/18 10:30,10553.99,10583.3,10500,10535.88,121.6,1282475.53,10546.8
2/28/18 10:45,10527.33,10591.99,10520.75,10582.47,79.29,838748.23,10578.18
2/28/18 11:00,10576.27,10580.01,10523.6,10580,47.36,499888.32,10554.48
2/28/18 11:15,10579.99,10624.84,10573.75,10621.39,105.68,1119741.65,10595.8
2/28/18 11:30,10602.63,10656.03,10597,10610,56.86,604670.56,10635.27
2/28/18 11:45,10597.93,10610.01,10555.35,10567.9,59.41,628417.06,10576.93
2/28/18 12:00,10567.89,10615,10561.92,10562.63,77.11,817009.31,10595.43
2/28/18 12:15,10560,10591.58,10516,10523.96,63.65,672281.46,10562.8
2/28/18 12:30,10525.3,10525.3,10380,10401.27,416.78,4347028.13,10430.12
2/28/18 12:45,10407.88,10442,10375,10410.38,376.22,3911492.61,10396.76
2/28/18 13:00,10394.44,10469.96,10364.78,10454.6,163.21,1697868.27,10402.77
2/28/18 13:15,10445.06,10500,10426.13,10483.84,88.11,921678.33,10460.15
2/28/18 13:30,10481.16,10492.5,10447.23,10465.85,70.05,733495.36,10471.54
2/28/18 13:45,10467,10513.79,10467,10470,134.3,1409749.94,10497.34
2/28/18 14:00,10464.16,10472.03,10437.79,10461.1,95.54,998675.34,10453.16
2/28/18 14:15,10458.3,10501.37,10449.92,10490,64.19,672329.06,10473.58
2/28/18 14:30,10489.99,10556.68,10473.15,10535.63,110.7,1164497.75,10519.61
2/28/18 14:45,10535.63,10562.94,10500.83,10514.87,134.51,1417704.7,10539.73
2/28/18 15:00,10514.99,10561.75,10500,10556,114.61,1206376.11,10525.68
2/28/18 15:15,10555.99,10568.75,10526,10556.62,54.72,577295.91,10549.75
2/28/18 15:30,10549.99,10556.63,10500,10501.51,31.52,331696.36,10524.61
2/28/18 15:45,10500.02,10518.88,10470,10496.24,74.93,785867.66,10487.97
2/28/18 16:00,10510.99,10521.43,10481.87,10485.68,36.72,385616.02,10502.2
2/28/18 16:15,10488.99,10499.03,10443.96,10457.31,86.17,901913.31,10466.12
2/28/18 16:30,10460.99,10483.69,10417.83,10417.83,85.83,897064.2,10451.4
2/28/18 16:45,10417.83,10441.33,10400,10400,38.59,401991.31,10417.89
2/28/18 17:00,10405.09,10476.13,10400,10468.99,42.99,448350.41,10429.53
2/28/18 17:15,10468.99,10496,10440.7,10453.77,32.77,342983.6,10467.9
2/28/18 17:30,10453.77,10476.16,10440.7,10472.82,22.48,235240.62,10465.31
2/28/18 17:45,10471.37,10494.81,10426,10447.15,91.68,959523.9,10465.64
2/28/18 18:00,10447.15,10510.01,10447.15,10508.47,131.87,1383992.76,10494.95
2/28/18 18:15,10500.38,10566.01,10480.58,10530.2,211.21,2226917.71,10543.66
2/28/18 18:30,10549.16,10549.16,10443.59,10474.99,80.97,848445.16,10478.86
2/28/18 18:45,10474.88,10520.07,10464.23,10483.3,32.68,343160.89,10500.67
2/28/18 19:00,10482.78,10532.88,10475.43,10528.99,25.71,270235.6,10512.39
2/28/18 19:15,10531.01,10533,10493,10493,48.33,507934.09,10510.23
2/28/18 19:30,10503.56,10519.23,10474.46,10511.69,25.3,265421.85,10492.46
2/28/18 19:45,10509.15,10551.25,10497.4,10551.25,94.26,993887.27,10544.19
2/28/18 20:00,10555.13,10646.43,10555.06,10646.38,158.03,1675173.48,10600.45
2/28/18 20:15,10646.43,10681.3,10603.6,10640.92,318.86,3395162.22,10647.86
2/28/18 20:30,10637.99,10678.88,10617.62,10675.99,128.63,1370893.66,10657.95
2/28/18 20:45,10676.24,10682.13,10620,10659.99,130.9,1394296.2,10651.44
2/28/18 21:00,10659.99,10698.99,10635.93,10689.82,60.67,647502.43,10672.86
2/28/18 21:15,10689.81,10695.34,10640,10660,90.73,967837.63,10667.67
2/28/18 21:30,10659.99,10667,10624.36,10660.99,31.91,339689.45,10644.31
2/28/18 21:45,10662.99,10667,10533.04,10533.04,141.24,1496081.66,10592.52
2/28/18 22:00,10529.75,10565.94,10518.27,10534.86,154.6,1630027.91,10543.4
2/28/18 22:15,10534.76,10569.99,10524.96,10530.16,65.52,690974.2,10546.06
2/28/18 22:30,10530,10537.14,10461.97,10495.99,96.3,1009889.65,10487.44
2/28/18 22:45,10495.9,10495.9,10408.44,10409,84.49,881966.72,10438.7
2/28/18 23:00,10409,10456.99,10310.53,10336.68,205.67,2132178.6,10367.21
2/28/18 23:15,10336.68,10359.32,10255.07,10347.61,180.88,1863665.28,10303.57
2/28/18 23:30,10330,10353.42,10280.82,10340.14,83.85,864866.79,10314.55
2/28/18 23:45,10338,10340.99,10267.4,10314.9,151.09,1555845.79,10297.6
3/1/18 0:00,10314.99,10315,10223.41,10260.78,141.54,1451052.44,10251.81
3/1/18 0:15,10260,10354.99,10255.03,10339.68,78.88,812794.19,10304.48
3/1/18 0:30,10324.6,10389.67,10295.92,10380.71,138.49,1433020.82,10347.75
3/1/18 0:45,10376.68,10407.66,10330,10388.99,90.09,932831.77,10353.97
3/1/18 1:00,10388.99,10396.61,10310.49,10335.99,61.69,639245.87,10362.6
3/1/18 1:15,10335.99,10398.57,10315.04,10375,67.24,696163.79,10354.08
3/1/18 1:30,10374.99,10375.79,10335.87,10363.61,22.73,235399.85,10358.39
3/1/18 1:45,10358.99,10422.67,10340.12,10410.42,46.03,478038.44,10384.85
3/1/18 2:00,10414.99,10453.65,10396.76,10397.01,61.58,641999.43,10426.13
3/1/18 2:15,10394.55,10403.14,10332.53,10356.99,29.19,302564.46,10366.92
3/1/18 2:30,10350.96,10387.41,10289.96,10307,31.25,322477.57,10320.32
3/1/18 2:45,10320.62,10343.99,10307.75,10328.77,58.24,601459.95,10326.41
3/1/18 3:00,10322.34,10399.26,10322.33,10355.16,46.34,480343.96,10366.26
3/1/18 3:15,10355.45,10392.04,10352.1,10352.1,28.82,299036.91,10376.59
3/1/18 3:30,10351.68,10374.23,10285.92,10304.29,15.41,159085.79,10325.87
3/1/18 3:45,10301.67,10380.81,10301.67,10347.82,21.84,225755.39,10334.79
3/1/18 4:00,10359.99,10444,10359.99,10434.71,197.63,2057527.65,10411.09
3/1/18 4:15,10431.15,10448.72,10412,10420,35.59,370953.07,10423.58
3/1/18 4:30,10439.68,10446.2,10349.41,10392.93,58.08,604731.3,10412.28
3/1/18 4:45,10376.03,10477.29,10376.03,10448.23,51.99,542870.06,10441.2
3/1/18 5:00,10439.99,10448.26,10362.11,10399.47,28.23,293583.22,10400.67
3/1/18 5:15,10394.49,10420.24,10370.26,10413.07,10.38,108005.96,10402.56
3/1/18 5:30,10390.69,10456.99,10387.78,10438.13,21.12,220251.86,10429.9
3/1/18 5:45,10425.98,10440.99,10404,10404.1,15.87,165423.68,10424.76
3/1/18 6:00,10404.01,10414.97,10358.66,10379.92,33.29,345857.02,10388.96
3/1/18 6:15,10376.74,10402.4,10317.91,10339.48,70.65,732160.32,10362.61
3/1/18 6:30,10338.45,10402.79,10320.1,10391.39,37.53,389135.58,10369.53
3/1/18 6:45,10391.39,10414.89,10366.67,10400.99,40.19,417775.47,10393.73
3/1/18 7:00,10408.36,10438.78,10386.31,10430.08,67.55,703748.45,10417.8
3/1/18 7:15,10421.95,10549.01,10404.7,10549.01,109.5,1149537.16,10497.81
3/1/18 7:30,10542.46,10549.01,10493.2,10524.65,132.49,1392850.48,10513.1
3/1/18 7:45,10513,10559.95,10508.59,10532.99,76.4,804546.69,10530.16
3/1/18 8:00,10532.99,10632.5,10528.33,10626.96,137.5,1456138.53,10590.3
3/1/18 8:15,10605.73,10648.16,10600.01,10611.76,124.88,1327321.15,10628.79
3/1/18 8:30,10610.21,10655.99,10589.54,10603.99,68.61,728518.78,10618.88
3/1/18 8:45,10600,10644.99,10584.55,10630.35,38.79,411652.81,10612.9
3/1/18 9:00,10626.43,10650,10547.06,10589.53,75.78,803333.14,10601.35
3/1/18 9:15,10592.99,10600,10563.81,10599.82,39.19,415036.55,10589.4
3/1/18 9:30,10592.99,10625,10574.69,10599.99,66.26,703023.06,10610.52
3/1/18 9:45,10599.99,10620,10593.17,10593.17,15.14,160565.75,10606.66
3/1/18 10:00,10595,10700,10583.47,10699,225.98,2411237.14,10670.37
3/1/18 10:15,10684.71,10700,10660.76,10672.98,61.61,658323.82,10684.8
3/1/18 10:30,10672.88,10686.17,10639.89,10686.17,39.43,420366.98,10661.84
3/1/18 10:45,10686.17,10739,10660,10739,170.98,1829424.06,10699.46
3/1/18 11:00,10736.48,10748.74,10700.1,10723.9,180.58,1936711.3,10724.98
3/1/18 11:15,10723.9,10727.86,10652.45,10694.13,99.31,1061048.6,10684.58
3/1/18 11:30,10699.47,10711.03,10655.1,10664.02,26.68,284974.81,10680.65
3/1/18 11:45,10661.16,10700,10650.31,10654.78,63.88,682156.49,10678.75
3/1/18 12:00,10654.78,10707.02,10654.78,10681.05,27.93,298523.36,10686.62
3/1/18 12:15,10680.97,10698.6,10650.31,10675,95.64,1020173.81,10666.28
3/1/18 12:30,10687.84,10725.37,10674.24,10676.89,54.19,579567.08,10694.72
3/1/18 12:45,10676.89,10685.3,10612.07,10639.95,90.75,965277.97,10637.02
3/1/18 13:00,10641.62,10700,10634.69,10663.45,317.83,3390759.79,10668.41
3/1/18 13:15,10687.78,10687.78,10651.78,10668.47,32.17,343201.85,10668.32
3/1/18 13:30,10679.66,10832.15,10668.68,10793,454.49,4901269.21,10783.99
3/1/18 13:45,10793,10815,10740.51,10770,199.02,2145664.59,10781.1
3/1/18 14:00,10770,10809.95,10770,10775,122.34,1319284.88,10784.12
3/1/18 14:15,10778.89,10800,10745.02,10764.96,81.16,874112.95,10770.34
3/1/18 14:30,10764.96,10774.06,10738.22,10754.32,50.7,545423.45,10756.89
3/1/18 14:45,10754.32,10810,10745.5,10782.6,148.95,1606643.13,10786.31
3/1/18 15:00,10782.64,10782.64,10694.9,10700.35,80.28,860871.76,10723.57
3/1/18 15:15,10701.34,10714.74,10660.66,10670,133.49,1425879.34,10681.86
3/1/18 15:30,10674.15,10713.93,10667.41,10690,60.18,643555.29,10693.89
3/1/18 15:45,10682.58,10724.76,10682.58,10718.11,59.34,635383.64,10707.94
3/1/18 16:00,10713.87,10738,10692.32,10728.01,127.67,1366913.89,10706.65
3/1/18 16:15,10729.39,10772.15,10718.71,10730,115.19,1236989.19,10738.51
3/1/18 16:30,10730,10776.69,10730,10733.07,41.04,441088.82,10748.94
3/1/18 16:45,10744.79,10750,10719.61,10743.66,17.99,193207.09,10737.74
3/1/18 17:00,10744.66,10759.9,10701.68,10756.01,99.83,1072417.58,10742.42
3/1/18 17:15,10759.9,10767.78,10724.94,10737.8,40.1,430984.32,10747.47
3/1/18 17:30,10728.15,10782.64,10720,10770.77,38.95,418478.6,10743.18
3/1/18 17:45,10770.77,10897.68,10764.85,10833.36,323.21,3501695.05,10834.28
3/1/18 18:00,10847,10875.4,10824.57,10844.5,166.96,1811577.62,10850.64
3/1/18 18:15,10828.47,10885.89,10819.14,10878.11,119,1292199.77,10858.79
3/1/18 18:30,10878.12,10915.6,10840.78,10852.15,247.75,2699256.78,10895.27
3/1/18 18:45,10852.2,10942.9,10852.2,10934,162.35,1771414.32,10911.24
3/1/18 19:00,10932.81,10950,10902.6,10935.34,165.29,1808387.87,10940.87
3/1/18 19:15,10933.06,10949.99,10869.34,10915,121.44,1323756.61,10900.35
3/1/18 19:30,10914.99,10914.99,10841.68,10878.3,83.02,902505.71,10870.83
3/1/18 19:45,10878.31,10916.18,10877.03,10908.48,37.21,405641.23,10900.75
3/1/18 20:00,10900,10920,10870,10910.51,82.28,897054.74,10902.15
3/1/18 20:15,10920,10999.9,10915.16,10999.89,307.51,3372729.95,10967.98
3/1/18 20:30,10999.9,11010,10944.33,10984.07,332.25,3653676.69,10996.8
3/1/18 20:45,10976.31,11090,10974.37,11041,270.58,2987338.68,11040.69
3/1/18 21:00,11041.02,11080.86,10981.64,11004.98,186.92,2060842.57,11025.5
3/1/18 21:15,11004.9,11039.95,10963.38,10986,71.93,791097.88,10998.57
3/1/18 21:30,10986,11014.32,10969.01,10994.71,62.44,686439.77,10993.35
3/1/18 21:45,10994.7,11000.66,10875.52,10928.96,119.34,1305451.99,10938.49
3/1/18 22:00,10933.28,10948.45,10814.74,10865,177.55,1927001.67,10853.17
3/1/18 22:15,10865,10901.34,10827.11,10874.18,75.47,820285.97,10868.33
3/1/18 22:30,10862.33,10876.37,10841,10876.37,50.58,549528.07,10864.53
3/1/18 22:45,10876.37,10991.03,10876.37,10989.73,67.15,734908.27,10944.11
3/1/18 23:00,10990.98,11000,10918,10988.58,131.14,1437180.07,10959.3
3/1/18 23:15,10988.12,11005.66,10924.44,10943,39.08,428963.7,10975.61
3/1/18 23:30,10943,10968.53,10903.8,10939.68,50.76,555155.67,10935.83
3/1/18 23:45,10944.71,10950.02,10889.2,10903.13,180.8,1972582.9,10910.42
3/2/18 0:00,10917.37,11005.42,10908,11003.88,141.07,1547192.38,10967.48
3/2/18 0:15,11003.99,11070,10972.2,11066.25,191.01,2103658.93,11013.25
3/2/18 0:30,11066.24,11080.37,11004.05,11039.16,98.35,1086223.72,11043.97
3/2/18 0:45,11035.99,11052.75,11010.66,11016.22,56.36,621728.27,11031.09
3/2/18 1:00,11016.22,11060,10961,10988.99,98.2,1080514.93,11002.77
3/2/18 1:15,10997.24,11152.05,10980.91,11092.99,213.03,2361711.81,11086.08
3/2/18 1:30,11092.99,11137.97,11086.39,11131.99,99.55,1106421.68,11114.47
3/2/18 1:45,11132,11175,11094.82,11136.02,142.26,1584906.36,11141.19
3/2/18 2:00,11130.21,11158.99,11059.04,11076.84,117.3,1303914.4,11115.71
3/2/18 2:15,11088.69,11150,11076.84,11128.99,107.67,1195737.47,11105.66
3/2/18 2:30,11139.99,11152.98,11085.28,11099.8,41.83,464923.17,11114.48
3/2/18 2:45,11099.75,11105.75,11027.15,11036.33,138.28,1528486.99,11053.91
3/2/18 3:00,11036.33,11119.75,11036,11110,83.5,925491.29,11083.5
3/2/18 3:15,11107.58,11126.87,11045.9,11058.31,42.7,472568.44,11067.66
3/2/18 3:30,11044.18,11098.33,11040.02,11087,66.88,740644.61,11074.54
3/2/18 3:45,11087,11106.76,11072.64,11090,20.15,223440.66,11090.04
3/2/18 4:00,11090.36,11131.15,11073,11073,66.22,735630.92,11108.37
3/2/18 4:15,11072.79,11090.71,11032.94,11060.01,60.74,671859.84,11061
3/2/18 4:30,11060.01,11068.95,10942.9,10953.99,140.03,1540858.91,11003.95
3/2/18 4:45,10953.99,11003.99,10953.99,10982.99,44.65,490449.22,10983.2
3/2/18 5:00,10985.99,10994.97,10899.09,10935,160.74,1755728.89,10922.67
3/2/18 5:15,10934.97,10999.22,10920.3,10984.37,81.47,891846.64,10946.53
3/2/18 5:30,10975,11023.98,10971.61,11014.14,51.41,565566.66,11000.82
3/2/18 5:45,11015,11021.31,10965.17,10989.99,69.12,759132.42,10982.16
3/2/18 6:00,10991.41,11054,10985.05,11039.54,65.46,721929.81,11029.1
3/2/18 6:15,11028.5,11095.98,11007.28,11070.99,66.78,736766.82,11033.13
3/2/18 6:30,11086.1,11121.13,11050.11,11058.99,60.87,675252.78,11094.21
3/2/18 6:45,11058.99,11110.99,11051.59,11095,78.76,873583.77,11091.36
3/2/18 7:00,11094.99,11145.21,11075,11142.02,58.02,644861.61,11114.23
3/2/18 7:15,11141.82,11142.99,11030.45,11035,86.21,955105.48,11078.63
3/2/18 7:30,11040,11086.63,11011,11086.63,111.4,1229161.33,11033.28
3/2/18 7:45,11083.46,11086.01,11055.24,11079.99,31.69,350840.86,11072.32
3/2/18 8:00,11079.99,11132.24,11043.42,11132.13,137.81,1525268.47,11067.67
3/2/18 8:15,11131.85,11158.71,11086.91,11111.67,99.58,1108986.45,11137.08
3/2/18 8:30,11119.99,11120,11068.98,11105,50.14,556319.58,11095.56
