Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2/28/18 20:30,10637.99,10682.13,10617.62,10659.99,259.53,2765189.86,10654.66
2/28/18 21:00,10659.99,10698.99,10635.93,10660,151.39,1615340.06,10669.75
2/28/18 21:30,10659.99,10667,10533.04,10533.04,173.15,1835771.12,10602.06
2/28/18 22:00,10529.75,10569.99,10518.27,10530.16,220.12,2321002.11,10544.19
2/28/18 22:30,10530,10537.14,10408.44,10409,180.79,1891856.37,10464.66
2/28/18 23:00,10409,10456.99,10255.07,10347.61,386.54,3995843.88,10337.43
2/28/18 23:30,10330,10353.42,10267.4,10314.9,234.94,2420712.58,10303.65
3/1/18 0:00,10314.99,10354.99,10223.41,10339.68,220.42,2263846.63,10270.66
3/1/18 0:30,10324.6,10407.66,10295.92,10388.99,228.58,2365852.59,10350.2
3/1/18 1:00,10388.99,10398.57,10310.49,10375,128.92,1335409.66,10358.16
3/1/18 1:30,10374.99,10422.67,10335.87,10410.42,68.76,713438.29,10376.11
3/1/18 2:00,10414.99,10453.65,10332.53,10356.99,90.76,944563.89,10407.09
3/1/18 2:30,10350.96,10387.41,10289.96,10328.77,89.49,923937.52,10324.28
3/1/18 3:00,10322.34,10399.26,10322.33,10352.1,75.16,779380.87,10370.22
3/1/18 3:30,10351.68,10380.81,10285.92,10347.82,37.25,384841.19,10331.1
3/1/18 4:00,10359.99,10448.72,10359.99,10420,233.22,2428480.72,10413
3/1/18 4:30,10439.68,10477.29,10349.41,10448.23,110.07,1147601.35,10425.94
3/1/18 5:00,10439.99,10448.26,10362.11,10413.07,38.61,401589.18,10401.18
3/1/18 5:30,10390.69,10456.99,10387.78,10404.1,36.99,385675.54,10427.69
3/1/18 6:00,10404.01,10414.97,10317.91,10339.48,103.94,1078017.34,10371.05
3/1/18 6:30,10338.45,10414.89,10320.1,10400.99,77.72,806911.05,10382.05
3/1/18 7:00,10408.36,10549.01,10386.31,10549.01,177.06,1853285.61,10467.28
3/1/18 7:30,10542.46,10559.95,10493.2,10532.99,208.89,2197397.17,10519.34
3/1/18 8:00,10532.99,10648.16,10528.33,10611.76,262.38,2783459.68,10608.62
3/1/18 8:30,10610.21,10655.99,10584.55,10630.35,107.39,1140171.59,10616.72
3/1/18 9:00,10626.43,10650,10547.06,10599.82,114.97,1218369.69,10597.28
3/1/18 9:30,10592.99,10625,10574.69,10593.17,81.4,863588.82,10609.81
3/1/18 10:00,10595,10700,10583.47,10672.98,287.59,3069560.95,10673.46
3/1/18 10:30,10672.88,10739,10639.89,10739,210.41,2249791.04,10692.41
3/1/18 11:00,10736.48,10748.74,10652.45,10694.13,279.89,2997759.9,10710.65
3/1/18 11:30,10699.47,10711.03,10650.31,10654.78,90.56,967131.29,10679.31
3/1/18 12:00,10654.78,10707.02,10650.31,10675,123.58,1318697.17,10670.87
3/1/18 12:30,10687.84,10725.37,10612.07,10639.95,144.94,1544845.04,10658.59
3/1/18 13:00,10641.62,10700,10634.69,10668.47,350,3733961.63,10668.4
3/1/18 13:30,10679.66,10832.15,10668.68,10770,653.52,7046933.8,10783.11
3/1/18 14:00,10770,10809.95,10745.02,10764.96,203.5,2193397.84,10778.62
3/1/18 14:30,10764.96,10810,10738.22,10782.6,199.66,2152066.59,10778.84
3/1/18 15:00,10782.64,10782.64,10660.66,10670,213.76,2286751.1,10697.52
3/1/18 15:30,10674.15,10724.76,10667.41,10718.11,119.52,1278938.93,10700.87
3/1/18 16:00,10713.87,10772.15,10692.32,10730,242.86,2603903.08,10721.76
3/1/18 16:30,10730,10776.69,10719.61,10743.66,59.03,634295.91,10745.53
3/1/18 17:00,10744.66,10767.78,10701.68,10737.8,139.93,1503401.9,10743.87
3/1/18 17:30,10728.15,10897.68,10720,10833.36,362.16,3920173.65,10824.48
3/1/18 18:00,10847,10885.89,10819.14,10878.11,285.96,3103777.4,10854.03
3/1/18 18:30,10878.12,10942.9,10840.78,10934,410.09,4470671.11,10901.59
3/1/18 19:00,10932.81,10950,10869.34,10915,286.73,3132144.48,10923.71
3/1/18 19:30,10914.99,10916.18,10841.68,10908.48,120.23,1308146.93,10880.09
3/1/18 20:00,10900,10999.9,10870,10999.89,389.79,4269784.69,10954.09
3/1/18 20:30,10999.9,11090,10944.33,11041,602.82,6641015.37,11016.5
3/1/18 21:00,11041.02,11080.86,10963.38,10986,258.84,2851940.45,11018.02
3/1/18 21:30,10986,11014.32,10875.52,10928.96,181.79,1991891.77,10957.33
3/1/18 22:00,10933.28,10948.45,10814.74,10874.18,253.03,2747287.65,10857.7
3/1/18 22:30,10862.33,10991.03,10841,10989.73,117.73,1284436.33,10909.92
3/1/18 23:00,10990.98,11005.66,10918,10943,170.22,1866143.77,10963.05
3/1/18 23:30,10943,10968.53,10889.2,10903.13,231.56,2527738.56,10915.99
3/2/18 0:00,10917.37,11070,10908,11066.25,332.08,3650851.31,10993.81
3/2/18 0:30,11066.24,11080.37,11004.05,11016.22,154.72,1707951.98,11039.28
3/2/18 1:00,11016.22,11152.05,10961,11092.99,311.24,3442226.74,11059.79
3/2/18 1:30,11092.99,11175,11086.39,11136.02,241.8,2691328.04,11130.19
3/2/18 2:00,11130.21,11158.99,11059.04,11128.99,224.97,2499651.87,11110.9
3/2/18 2:30,11139.99,11152.98,11027.15,11036.33,180.11,1993410.16,11067.98
3/2/18 3:00,11036.33,11126.87,11036,11058.31,126.2,1398059.73,11078.14
3/2/18 3:30,11044.18,11106.76,11040.02,11090,87.03,964085.27,11078.13
3/2/18 4:00,11090.36,11131.15,11032.94,11060.01,126.96,1407490.76,11085.71
3/2/18 4:30,11060.01,11068.95,10942.9,10982.99,184.68,2031308.13,10998.93
3/2/18 5:00,10985.99,10999.22,10899.09,10984.37,242.21,2647575.53,10930.7
3/2/18 5:30,10975,11023.98,10965.17,10989.99,120.54,1324699.09,10990.12
3/2/18 6:00,10991.41,11095.98,10985.05,11070.99,132.23,1458696.63,11031.14
3/2/18 6:30,11086.1,11121.13,11050.11,11095,139.63,1548836.55,11092.6
3/2/18 7:00,11094.99,11145.21,11030.45,11035,144.23,1599967.1,11092.95
3/2/18 7:30,11040,11086.63,11011,11079.99,143.09,1580002.19,11041.92
3/2/18 8:00,11079.99,11158.71,11043.42,11111.67,237.39,2634254.92,11096.78
3/2/18 8:30,11119.99,11120,11068.98,11099,84.96,942671.63,11095.85
3/2/18 9:00,11099.99,11100,10935.06,10950,302.16,3325538.12,11005.88
3/2/18 9:30,10945,10978.09,10861.24,10888.99,323.36,3529465.9,10915.1
3/2/18 10:00,10888.99,10950.72,10870.05,10874.71,182.59,1994603.51,10923.85
3/2/18 10:30,10873.38,10926.03,10815,10913,234.87,2549390.45,10854.65
3/2/18 11:00,10910,10919.11,10833.58,10879.64,176.23,1917733.3,10881.79
3/2/18 11:30,10879.64,10942.5,10848.14,10913.99,151.16,1650334.33,10917.5
3/2/18 12:00,10913.93,10992.99,10891.73,10989.24,212.76,2328984.62,10946.33
3/2/18 12:30,10989.24,11020.07,10961.05,11020.07,275.25,3024627.55,10988.8
3/2/18 13:00,11020.99,11050,10939,10980.17,340.56,3740662.32,10983.94
3/2/18 13:30,10977.63,10987.31,10936.12,10960,62.34,683636.19,10965.98
3/2/18 14:00,10961.28,10989.68,10801,10801,224.19,2437945.95,10874.26
3/2/18 14:30,10801,10858.07,10774.01,10788.99,307.64,3324838.54,10807.57
3/2/18 15:00,10788.99,10856.3,10788.99,10856.3,103.25,1118838.39,10835.91
3/2/18 15:30,10854.64,10870.8,10821.99,10863.99,102.2,1109162.57,10852.67
3/2/18 16:00,10860.1,10872.15,10779.5,10821.51,135.42,1465818.94,10824.02
3/2/18 16:30,10821.51,10877.99,10795.01,10852.67,165.21,1789314.33,10830.39
3/2/18 17:00,10859.54,10895,10835.92,10891.28,145.85,1585108.47,10868.25
3/2/18 17:30,10891.99,10913.99,10834.15,10913.99,105.55,1147873.44,10875.19
3/2/18 18:00,10913.99,10923.75,10851.19,10878.94,136.92,1490773.37,10887.6
3/2/18 18:30,10884.55,10950,10860,10933.67,94.74,1034384.83,10917.62
3/2/18 19:00,10931.12,10942.21,10848.82,10880.39,134.31,1464351.93,10902.51
3/2/18 19:30,10887.99,10919,10859.32,10918.98,30.72,334569.83,10890.78
3/2/18 20:00,10918.99,11018.12,10878.84,11004.65,235.58,2585312.21,10974.04
3/2/18 20:30,11010.19,11080.37,11001.39,11061,245.41,2710561.75,11044.94
3/2/18 21:00,11060.01,11075.23,10982.6,11062,105.37,1162514.91,11032.82
3/2/18 21:30,11062.99,11079.25,10992.15,11026.94,69.03,762087.72,11040.25
3/2/18 22:00,11034.99,11067.19,11023.69,11057.99,48.62,536973.73,11044.59
3/2/18 22:30,11051.83,11108.07,11036.64,11102.02,204.73,2270752.74,11091.22
3/2/18 23:00,11103.99,11114.63,10968.49,10998.57,188.97,2086961.53,11044.01
3/2/18 23:30,10998.57,11044.15,10937.98,11029.99,70,769793.41,10996.36
3/3/18 0:00,11032.81,11071.68,11022.85,11070,88.75,980952.3,11053.54
3/3/18 0:30,11070,11102.53,11057.58,11066.84,133.62,1480553.77,11080.63
3/3/18 1:00,11066.84,11210,11061.98,11203.6,382.62,4272545.8,11166.55
3/3/18 1:30,11209.65,11243.56,11177.61,11206.21,265.94,2981443.81,11210.91
3/3/18 2:00,11219.93,11247.62,11178.61,11245,121.29,1360624.74,11218.25
3/3/18 2:30,11245,11348,11218.26,11308.79,615.61,6956849.68,11300.81
3/3/18 3:00,11308.79,11335.59,11283.41,11284.4,93.31,1055838.46,11315
3/3/18 3:30,11283.45,11333.04,11239.08,11319.81,159.62,1803624.8,11299.43
3/3/18 4:00,11317.14,11347.72,11300,11331.26,181.65,2056160.32,11319.26
3/3/18 4:30,11323.8,11378,11320,11354.98,225.93,2564780.96,11352.31
3/3/18 5:00,11350.01,11365.51,11270,11310.05,118.94,1345101.14,11309.38
3/3/18 5:30,11310.06,11357,11279.67,11314.8,99.16,1122344.41,11318.77
3/3/18 6:00,11319.09,11368.99,11306.29,11355.81,110.17,1249414.28,11341.15
3/3/18 6:30,11355.81,11397,11322.86,11333.05,252,2866444.94,11374.74
3/3/18 7:00,11337.99,11380,11333.26,11344.98,118.81,1350601.17,11367.49
3/3/18 7:30,11336.99,11344.97,11272.55,11291.38,196.77,2222470.5,11294.67
3/3/18 8:00,11295.81,11295.98,11229.49,11268.75,186.94,2103762.55,11253.47
3/3/18 8:30,11249.43,11354.22,11249,11353.34,130.58,1477672.88,11315.86
3/3/18 9:00,11351.59,11365,11295,11306.54,119.88,1359366.72,11339.09
3/3/18 9:30,11306.55,11330.06,11280,11320,76.56,865717.39,11307.72
3/3/18 10:00,11319.99,11335,11300,11302.13,80.7,912864.32,11312.09
3/3/18 10:30,11302.72,11355,11301,11323.32,83.06,941351.38,11332.74
3/3/18 11:00,11323.46,11355.74,11291,11330,78.86,893604.01,11330.97
3/3/18 11:30,11322.12,11322.12,11250.01,11278.71,127.51,1438390.89,11280.98
3/3/18 12:00,11278.71,11365,11278.7,11365,123.7,1401445.7,11329.84
3/3/18 12:30,11365,11445.94,11365,11395.4,292.2,3333121.49,11406.84
3/3/18 13:00,11399.99,11431.6,11377.18,11431.6,172.16,1962707.88,11400.81
3/3/18 13:30,11431.6,11482.03,11417.87,11448.66,379,4341665.34,11455.64
3/3/18 14:00,11447.4,11470.2,11375.55,11421.75,470.74,5370720.44,11409
3/3/18 14:30,11421.99,11422.71,11389,11414.01,84.67,965490.01,11402.56
3/3/18 15:00,11412.01,11440,11381,11406.14,95.01,1084302.42,11412.83
3/3/18 15:30,11405.99,11479.99,11396.5,11456.43,178.9,2045028.05,11431.09
3/3/18 16:00,11458.31,11460,11418.12,11450,75.82,867723.11,11443.93
3/3/18 16:30,11447.99,11460,11434.85,11448.96,54.5,623935.93,11449.04
3/3/18 17:00,11448.97,11458.73,11402.2,11427.99,75.08,859197.86,11443.65
3/3/18 17:30,11429.99,11503.24,11423.77,11494.01,163.42,1877277.64,11487.29
3/3/18 18:00,11494.01,11494.02,11451.28,11454.46,38.83,445594.46,11476.56
3/3/18 18:30,11459.99,11474.74,11419,11458.99,101.34,1160325.56,11450.05
3/3/18 19:00,11459.7,11494.67,11459.01,11465,98.31,1128419.89,11478.1
3/3/18 19:30,11464.99,11500,11439.99,11451.99,83.27,955185.54,11471.06
3/3/18 20:00,11451.98,11474.78,11351.4,11366.32,116.25,1328058.43,11424.05
3/3/18 20:30,11366.29,11372.06,11220.2,11290.73,668.18,7530919.85,11270.73
3/3/18 21:00,11290.74,11354.01,11272.32,11352.82,104.93,1188687.38,11328.85
3/3/18 21:30,11352.82,11353.94,11267.34,11304.04,87.49,988632.19,11299.8
3/3/18 22:00,11283.4,11339.45,11283.35,11306.24,61.08,691412.97,11320.07
3/3/18 22:30,11327.41,11414.91,11286.1,11397.64,74.86,850294.82,11358.21
3/3/18 23:00,11397.64,11460.82,11373.96,11447.15,95.16,1085734.19,11409.91
3/3/18 23:30,11447.16,11462.99,11408.93,11445,43.1,492897.39,11437.35
3/4/18 0:00,11445,11450,11388.08,11388.99,79.36,905185.97,11406.09
3/4/18 0:30,11393,11400,11344.35,11353.9,59.53,676944.85,11371.88
3/4/18 1:00,11352.52,11400,11347.14,11365,56.22,640374.11,11390.64
3/4/18 1:30,11365,11400,11364.99,11392.32,89.83,1022334.3,11381.19
3/4/18 2:00,11390.99,11392.32,11301,11301,63.97,725160.67,11335.88
3/4/18 2:30,11306.13,11323.01,11261.02,11323.01,34.91,394280.63,11293.25
3/4/18 3:00,11305.17,11321.81,11219.57,11242.57,91.95,1034526.89,11251.15
3/4/18 3:30,11241.99,11244.25,11110,11172,309.43,3454911.95,11165.3
3/4/18 4:00,11176.27,11200,11113,11145.67,201.29,2245196.99,11154.07
3/4/18 4:30,11163.7,11210,11150.4,11201.99,61.5,688572.22,11195.98
3/4/18 5:00,11203.02,11210,11177.89,11180,43.13,482893.01,11197.42
3/4/18 5:30,11188.99,11205.99,11141.41,11201.65,34.87,389762.13,11178.98
3/4/18 6:00,11201.65,11205.99,11169.72,11199.46,25.2,282078.95,11191.56
3/4/18 6:30,11192.99,11204.2,11113,11116,67.81,755628.66,11143.53
3/4/18 7:00,11116,11141.95,11105.46,11114.3,99.85,1109875.91,11115.46
3/4/18 7:30,11114.3,11139.79,11054.91,11139.73,201.43,2233166.09,11086.37
3/4/18 8:00,11142.39,11187.51,11101.43,11163,90.34,1006379.52,11140.31
3/4/18 8:30,11163,11210,11132.41,11198.48,153.93,1718710.61,11165.47
3/4/18 9:00,11199.99,11225.64,11175.16,11221.99,104.88,1174327.34,11197.03
3/4/18 9:30,11216.99,11260.32,11200.75,11233.92,84.5,949766.18,11240.37
3/4/18 10:00,11232.93,11235.96,11189.06,11199.94,57.75,647143.69,11205.65
3/4/18 10:30,11199.94,11210.99,11096.43,11152.21,163.92,1826103.22,11140.53
3/4/18 11:00,11135.42,11156.73,11085,11146.99,89.83,998939.72,11120.81
3/4/18 11:30,11149.23,11185,11124.49,11147.99,119.58,1334616.4,11160.51
3/4/18 12:00,11145.74,11217.99,11129.55,11169.77,152.47,1705407.75,11185.13
3/4/18 12:30,11169.99,11230.93,11159.53,11203.99,61.52,689588.09,11209.14
3/4/18 13:00,11207.99,11240,11151,11170.91,49.17,550155.96,11189.06
3/4/18 13:30,11160,11218.11,11160,11194.7,34.6,387368.38,11195.89
3/4/18 14:00,11194.99,11205.58,11102.51,11145.96,96.64,1075842.37,11132.17
3/4/18 14:30,11145.88,11154.5,11100,11108.05,38.68,430527.98,11130.14
3/4/18 15:00,11108.05,11136.37,11068.96,11123.89,101.43,1125307.66,11094.51
3/4/18 15:30,11132.49,11132.49,11090,11129,48.13,534321.66,11101.15
3/4/18 16:00,11125,11165,11125,11140.03,62.88,700756.6,11143.91
3/4/18 16:30,11131.51,11148.99,11101,11130.42,83.33,926722.53,11121.19
3/4/18 17:00,11131.94,11148.24,11107.3,11120.07,41.93,466325.06,11122.02
3/4/18 17:30,11126.42,11147,11101,11108,110.08,1223812.4,11117.05
3/4/18 18:00,11101,11315.99,11097.5,11304.1,290.1,3254874.59,11219.76
3/4/18 18:30,11304.01,11360,11282.74,11350,479.87,5434109.55,11324.13
3/4/18 19:00,11340.99,11390,11327.54,11354.23,273.98,3114715.3,11368.56
3/4/18 19:30,11354.23,11395,11334.85,11345.05,184.75,2099834.91,11366.09
3/4/18 20:00,11345.05,11470,11340.39,11427.66,381.55,4354138.7,11411.62
3/4/18 20:30,11414.14,11455,11380.06,11442.99,116.54,1331207.51,11423.13
3/4/18 21:00,11442.99,11478.71,11390.14,11410.5,139.04,1590649.11,11440.52
3/4/18 21:30,11410.5,11440.62,11370.76,11404.12,145.99,1664629.67,11402.63
3/4/18 22:00,11404.12,11423.99,11367.12,11376.3,179.37,2042352.36,11386.21
3/4/18 22:30,11376.3,11406.99,11247.62,11367.36,682.27,7733418.42,11334.91
3/4/18 23:00,11368.76,11467.71,11355,11457.91,313.91,3581739.53,11410.22
3/4/18 23:30,11457.91,11511,11440,11463.27,378.42,4345938.18,11484.53
3/5/18 0:00,11479.68,11490.38,11383.66,11413.17,179.46,2051885.46,11433.86
3/5/18 0:30,11413.17,11461,11388.95,11455.47,160.78,1838031.89,11432.21
3/5/18 1:00,11461,11468.12,11389.46,11443.59,363.54,4148838.06,11412.39
3/5/18 1:30,11437.59,11460.32,11429.76,11451.89,55.07,630537.67,11449.22
3/5/18 2:00,11451.89,11479,11440.45,11452.06,54.66,626390.92,11458.78
3/5/18 2:30,11458.94,11527.94,11450.86,11510.97,142.22,1635917.56,11502.4
3/5/18 3:00,11518.04,11520.65,11446.75,11493.89,134.48,1544645.46,11486.27
3/5/18 3:30,11493.89,11577.76,11488.9,11555.89,224,2586155.71,11545.15
3/5/18 4:00,11550.38,11618.7,11533.29,11580.39,149.72,1733931.69,11580.78
3/5/18 4:30,11580.39,11580.39,11511.72,11511.72,145.92,1684822.99,11546.52
3/5/18 5:00,11511.76,11533.81,11480,11481.29,111.33,1281293.88,11509.26
3/5/18 5:30,11480.01,11546.93,11462.82,11512.54,160.77,1849957.69,11507.06
3/5/18 6:00,11515.2,11558.86,11513.23,11528.01,148.35,1712336.09,11542.31
3/5/18 6:30,11525.45,11552.84,11506.23,11539.1,128.39,1479653.98,11524.54
3/5/18 7:00,11539.1,11579.26,11501.45,11577.1,272.66,3145177.11,11535.13
3/5/18 7:30,11559.24,11575.72,11505,11510.1,211.78,2442841,11534.94
3/5/18 8:00,11515.04,11532.38,11510,11510.1,86.8,999847.88,11519.36
3/5/18 8:30,11510,11510,11417.95,11447.79,251.06,2878661.16,11466.09
3/5/18 9:00,11442.03,11463.42,11425.41,11440,55.09,630230.84,11440.21
3/5/18 9:30,11445.3,11480,11432.39,11437,175.26,2007317.23,11453.31
3/5/18 10:00,11437,11458.7,11406.41,11427.51,241.27,2759481.77,11437.49
3/5/18 10:30,11427.41,11500,11422.38,11478.47,152.84,1754554.27,11479.52
3/5/18 11:00,11490.65,11510,11451.89,11477.27,192.6,2211732.07,11483.84
3/5/18 11:30,11477.25,11520,11465.32,11498.99,86.35,992720.78,11496.16
3/5/18 12:00,11499.95,11606,11493.5,11550.99,1008.97,11680353.5,11576.55
3/5/18 12:30,11551,11554.29,11500,11541.99,226.5,2610302.64,11524.51
3/5/18 13:00,11542,11543.84,11469.39,11511.01,151.61,1745373.34,11512.46
3/5/18 13:30,11524.04,11526.63,11495.55,11519.16,52.98,609738.92,11508.87
3/5/18 14:00,11519.16,11549.17,11470.01,11480.77,138.82,1598950.09,11518.22
3/5/18 14:30,11476.51,11490,11450,11479.7,243.9,2796020.99,11463.9
3/5/18 15:00,11479.7,11518.17,11452.32,11474.66,145.58,1671711.87,11483.13
3/5/18 15:30,11472,11512,11457.69,11505.01,90.85,1043991.49,11490.84
3/5/18 16:00,11500.3,11555.46,11499.01,11542,161.7,1863287.29,11523.26
3/5/18 16:30,11541.08,11575,11507,11514.24,232.32,2680534.77,11538
